Year,Month,Facility,Total,Sentence,Detainees,Combatants,Legal Proceedings,Admin
2015,Oct.           ,IDF   ,369,0,345,0,0,24
2015,Sept.          ,IPS   ,5244,3392,174,0,1363,315
2015,Sept.          ,IDF   ,110,0,104,0,0,6
2015,August         ,IPS   ,5373,3496,185,0,1351,341
2015,August         ,IDF   ,127,0,126,0,0,1
2015,July           ,IPS   ,5369,3536,159,1,1331,342
2015,July           ,IDF   ,117,0,117,0,0,0
2015,June           ,IPS   ,5442,3559,149,1,1363,370
2015,June           ,IDF   ,104,0,102,0,0,2
2015,May            ,IPS   ,5516,3538,216,1,1370,391
2015,May            ,IDF   ,132,0,131,0,0,1
2015,April          ,IPS   ,5554,3502,176,1,1479,396
2015,April          ,IDF   ,159,0,155,0,0,4
2015,March          ,IPS   ,5591,3495,184,1,1499,412
2015,March          ,IDF   ,126,0,123,0,0,3
2015,Feb.           ,IPS   ,5609,3428,222,1,1534,424
2015,Feb.           ,IDF   ,132,0,131,0,0,1
2015,Jan.           ,IPS   ,5549,3325,242,1,1526,455
2015,Jan.           ,IDF   ,144,0,140,0,0,4
2015,Dec.           ,IPS   ,901,641,260,0,0,0
2015,Dec.           ,IDF   ,5,0,5,0,0,0
2015,Nov.           ,IPS   ,962,597,365,0,0,0
2015,Nov.           ,IDF   ,4,0,4,0,0,0
2015,Oct.           ,IPS   ,928,618,310,0,0,0
2015,Oct.           ,IDF   ,14,0,14,0,0,0
2015,Sept.          ,IPS   ,846,611,235,0,0,0
2015,Sept.          ,IDF   ,21,0,21,0,0,0
2015,August         ,IPS   ,977,652,325,0,0,0
2015,August         ,IDF   ,32,0,32,0,0,0
2015,July           ,IPS   ,972,714,258,0,0,0
2015,July           ,IDF   ,20,0,20,0,0,0
2015,June           ,IPS   ,972,731,241,0,0,0
2015,June           ,IDF   ,21,0,21,0,0,0
2015,May            ,IPS   ,1022,755,267,0,0,0
2015,May            ,IDF   ,31,0,31,0,0,0
2015,April          ,IPS   ,1028,749,279,0,0,0
2015,April          ,IDF   ,25,0,25,0,0,0
2015,March          ,IPS   ,1061,777,284,0,0,0
2015,March          ,IDF   ,43,0,43,0,0,0
2015,Feb.           ,IPS   ,1061,787,274,0,0,0
2015,Feb.           ,IDF   ,14,0,14,0,0,0
2015,Jan.           ,IPS   ,1043,758,285,0,0,0
2015,Jan.           ,IDF   ,31,0,31,0,0,0
2014,Dec.           ,IPS   ,5528,3347,206,1,1511,463
2014,Dec.           ,IDF   ,191,0,182,0,0,9
2014,Nov.           ,IPS   ,5527,3304,227,1,1534,461
2014,Nov.           ,IDF   ,151,0,144,0,0,7
2014,Oct.           ,IPS   ,5477,3156,224,1,1609,457
2014,Oct.           ,IDF   ,150,0,145,0,0,5
2014,Sept.          ,IPS   ,5439,3127,220,1,1623,468
2014,Sept.          ,IDF   ,192,0,183,0,0,9
2014,August         ,IPS   ,5505,3120,261,1,1650,473
2014,August         ,IDF   ,45,0,45,0,0,0
2014,July           ,IPS   ,5383,3090,270,0,1577,446
2014,July           ,IDF   ,29,0,29,0,0,0
2014,June           ,IPS   ,5318,3141,317,0,1497,363
2014,June           ,IDF   ,29,0,29,0,0,0
2014,May            ,IPS   ,5053,3144,237,0,1476,196
2014,May            ,IDF   ,27,0,27,0,0,0
2014,April          ,IPS   ,5021,3133,202,0,1495,191
2014,April          ,IDF   ,25,0,25,0,0,0
2014,March          ,IPS   ,4999,3133,209,0,1471,186
2014,March          ,IDF   ,11,0,11,0,0,0
2014,Feb.           ,IPS   ,4961,3072,238,0,1470,181
2014,Feb.           ,IDF   ,21,0,21,0,0,0
2014,Jan.           ,IPS   ,4881,3095,235,0,1376,175
2014,Jan.           ,IDF   ,49,0,49,0,0,0
2014,Dec.           ,IPS   ,1115,805,310,0,0,0
2014,Dec.           ,IDF   ,56,0,56,0,0,0
2014,Nov.           ,IPS   ,1276,866,410,0,0,0
2014,Nov.           ,IDF   ,37,0,37,0,0,0
2014,Oct.           ,IPS   ,1188,813,375,0,0,0
2014,Oct.           ,IDF   ,29,0,29,0,0,0
2014,Sept.          ,IPS   ,1231,850,381,0,0,0
2014,Sept.          ,IDF   ,72,0,72,0,0,0
2014,August         ,IPS   ,1329,821,508,0,0,0
2014,July           ,IPS   ,1195,839,356,0,0,0
2014,June           ,IPS   ,1274,850,424,0,0,0
2014,May            ,IPS   ,1313,873,440,0,0,0
2014,April          ,IPS   ,1333,899,434,0,0,0
2014,March          ,IPS   ,1444,985,459,0,0,0
2014,Feb.           ,IPS   ,1403,925,478,0,0,0
2014,Jan.           ,IPS   ,1415,962,453,0,0,0
2013,Dec.           ,IPS   ,4768,3078,189,0,1351,150
2013,Nov.           ,IPS   ,4785,3123,218,0,1301,143
2013,Oct.           ,IPS   ,4753,3112,202,0,1299,140
2013,Sept.          ,IPS   ,4806,3133,239,0,1299,135
2013,August         ,IPS   ,4762,3161,172,0,1295,134
2013,July           ,IPS   ,4828,3306,169,0,1219,134
2013,June           ,IPS   ,4827,3308,232,0,1150,137
2013,May            ,IPS   ,4817,3286,190,0,1194,147
2013,April          ,IPS   ,4748,3188,189,0,1216,155
2013,March          ,IPS   ,4764,3190,214,0,1196,164
2013,Feb.           ,IPS   ,4713,3159,267,0,1118,169
2013,Jan.           ,IPS   ,4593,3207,158,0,1069,159
2013,Dec.           ,"1,284 ",869,415,0,0,0,0
2013,Nov.           ,"1,342 ",886,456,0,0,0,0
2013,Oct.           ,"1,258 ",852,406,0,0,0,0
2013,Sept.          ,"1,280 ",834,446,0,0,0,0
2013,August         ,"1,297 ",809,488,0,0,0,0
2013,July           ,"1,276 ",912,364,0,0,0,0
2013,June           ,"1,267 ",895,372,0,0,0,0
2013,May            ,"1,330 ",902,428,0,0,0,0
2013,April          ,"1,388 ",960,378,0,0,0,0
2013,March          ,"1,401 ",1018,383,0,0,0,0
2013,Feb.           ,"1,465 ",1054,411,0,0,0,0
2013,Jan.           ,"1,489 ",1098,391,0,0,0,0
2012,Dec.           ,IPS   ,4517,3089,219,0,1031,178
2012,Nov.           ,IPS   ,4432,3048,216,0,990,178
2012,Oct.           ,IPS   ,4298,3082,135,0,925,156
2012,Sept.          ,IPS   ,4373,3101,161,0,920,184
2012,August         ,IPS   ,4378,3078,145,0,943,212
2012,July           ,IPS   ,4423,3125,129,0,919,250
2012,June           ,IPS   ,4484,3119,170,1,909,285
2012,May            ,IPS   ,4437,3094,144,1,896,302
2012,April          ,IPS   ,4424,3097,165,1,853,308
2012,March          ,IPS   ,4386,3125,145,1,795,320
2012,Feb.           ,IPS   ,4411,3213,164,1,713,320
2012,Jan.           ,IPS   ,4357,3215,156,1,676,309
2012,Dec.           ,IPS   ,1356,927,429,0,0,0
2012,Nov.           ,IPS   ,1336,859,477,0,0,0
2012,Oct.           ,IPS   ,1240,788,452,0,0,0
2012,Sept.          ,IPS   ,1308,840,468,0,0,0
2012,August         ,IPS   ,1299,834,465,0,0,0
2012,July           ,IPS   ,1371,948,423,0,0,0
2012,June           ,IPS   ,1268,854,414,0,0,0
2012,May            ,IPS   ,1249,847,402,0,0,0
2012,April          ,IPS   ,1206,822,384,0,0,0
2012,March          ,IPS   ,1289,900,389,0,0,0
2012,Feb.           ,IPS   ,1375,980,395,0,0,0
2012,Jan.           ,IPS   ,1269,909,360,0,0,0
2011,Dec.           ,IPS   ,4281,3196,152,1,625,307
2011,Nov.           ,IPS   ,4803,3720,169,1,630,283
2011,Oct.           ,IPS   ,4772,3753,131,1,609,278
2011,Sept.          ,IPS   ,5269,4235,131,1,616,286
2011,August         ,IPS   ,5204,4164,124,2,642,272
2011,July           ,IPS   ,5398,4410,122,2,621,243
2011,June           ,IPS   ,5420,4425,136,2,615,242
2011,May            ,IPS   ,5335,4321,154,2,630,228
2011,April          ,IPS   ,5383,4381,124,2,657,219
2011,March          ,IPS   ,5493,4474,140,17,645,217
2011,Feb.           ,IPS   ,5550,4540,162,2,632,214
2011,Jan.           ,IPS   ,5642,4618,181,3,621,219
2010,Dec.           ,IPS   ,5705,4662,153,3,683,204
2010,Nov.           ,IPS   ,5741,4652,162,3,719,205
2010,Oct.           ,IPS   ,5847,4747,147,3,737,213
2010,Sept.          ,IPS   ,5936,4767,172,4,781,212
2010,August         ,IPS   ,6011,4847,164,5,806,189
2010,July           ,IPS   ,6157,4934,167,7,850,199
2010,June           ,IPS   ,6252,4937,167,7,938,203
2010,May            ,IPS   ,6338,4919,153,7,1046,213
2010,April          ,IPS   ,6484,4974,161,7,1120,222
2010,March          ,IPS   ,6631,5063,173,8,1150,237
2010,Feb.           ,IPS   ,6759,5074,217,7,1202,259
2010,Jan.           ,IPS   ,6794,5054,223,7,1246,264
2009,Dec.           ,IPS   ,6831,5073,207,9,1264,278
2009,Nov.           ,IPS   ,6891,5082,187,9,1322,291
2009,Oct.           ,IPS   ,7058,5076,202,9,1449,322
2009,Sept.          ,IPS   ,7155,5051,191,9,1569,335
2009,August         ,IPS   ,7285,5182,155,9,1576,363
2009,July           ,IPS   ,7430,5235,191,10,1607,387
2009,June           ,IDF   ,8,0,8,0,0,0
2009,June           ,IPS   ,7560,5296,203,13,1620,428
2009,May            ,IDF   ,31,8,20,0,3,0
2009,May            ,IPS   ,7669,5307,217,14,1682,449
2009,April          ,IPS   ,7786,5301,231,15,1752,487
2009,March          ,IDF   ,16,0,14,0,1,1
2009,March          ,IPS   ,7884,5315,298,15,1750,506
2009,Feb.           ,IDF   ,51,25,25,0,1,0
2009,Feb.           ,IPS   ,7938,5231,356,22,1787,542
2009,Jan.           ,IDF   ,32,1,26,0,5,0
2009,Jan.           ,IPS   ,7951,5170,276,19,1922,564
2008,Dec.           ,IDF   ,48,6,40,2,0,0
2008,Dec.           ,IPS   ,7904,5204,223,1931,546,0
2008,Nov.           ,IDF   ,59,6,47,6,0,0
2008,Nov.           ,IPS   ,8218,5393,286,1970,569,0
2008,Oct.           ,IDF   ,32,0,32,0,0,0
2008,Oct.           ,IPS   ,8256,5292,317,2069,578,0
2008,Sept.          ,IDF   ,41,0,39,1,1,0
2008,Sept.          ,IPS   ,8317,5354,280,2085,598,0
2008,August         ,IDF   ,35,1,29,3,2,0
2008,August         ,IPS   ,8403,5257,322,2175,649,0
2008,July           ,IPS   ,8472,5176,335,2270,691,0
2008,June           ,IDF   ,30,0,29,1,0,0
2008,June           ,IPS   ,8459,5137,241,2351,730,0
2008,May            ,IDF   ,45,1,44,0,0,0
2008,May            ,IPS   ,8550,5196,327,2266,761,0
2008,April          ,IPS   ,8502,5248,811,1653,790,0
2008,March          ,IDF   ,81,5,75,1,0,0
2008,March          ,IPS   ,8520,5237,357,2150,776,0
2008,Feb.           ,IDF   ,79,2,75,2,0,0
2008,Feb.           ,IPS   ,8463,5148,360,2167,788,0
2008,Jan.           ,IDF   ,43,0,40,2,1,0
2008,Jan.           ,IPS   ,8428,5095,321,2199,813,0
2007,Dec.           ,IPS   ,8378,5046,273,2217,842,0
2007,Nov.           ,IDF   ,120,4,87,20,9,0
2007,Nov.           ,IPS   ,8812,5495,225,2234,858,0
2007,Oct.           ,IDF   ,122,4,88,16,14,0
2007,Oct.           ,IPS   ,8596,5415,195,2144,842,0
2007,Sept.          ,IDF   ,99,0,95,3,1,0
2007,Sept.          ,IPS   ,8675,5519,220,2097,839,0
2007,August         ,IDF   ,79,0,78,1,0,0
2007,August         ,IPS   ,8607,5539,207,2039,822,0
2007,July           ,IDF   ,51,2,41,5,3,0
2007,June           ,IDF   ,64,0,62,2,0,0
2007,June           ,IPS   ,9280,5910,267,2272,831,0
2007,May            ,IDF   ,61,0,58,3,0,0
2007,April          ,IDF   ,87,0,82,5,0,0
2007,April          ,IPS   ,9250,5975,307,2159,809,0
2007,March          ,IDF   ,88,0,82,3,3,0
2007,March          ,IPS   ,9213,6025,351,2057,780,0
2007,Jan.           ,IDF   ,55,0,45,4,6,0
2007,Jan.           ,IPS   ,9103,6029,261,2012,801,0
2006,Dec.           ,IDF   ,127,0,126,0,1,0
2006,Dec.           ,IPS   ,9051,6048,120,2101,782,0
2006,Nov.           ,IDF   ,69,0,63,4,2,0
2006,Nov.           ,IPS   ,9006,5935,295,2040,736,0
2006,Oct.           ,IDF   ,94,3,63,19,9,0
2006,Oct.           ,IPS   ,9494,6330,292,2178,694,0
2006,Sept.          ,IDF   ,929,118,176,519,116,0
2006,Sept.          ,IPS   ,8074,5741,228,1593,592,0
2006,July           ,IDF   ,1078,141,514,318,105,0
2006,July           ,IPS   ,8085,5701,1739,0,645,0
2006,June           ,IDF   ,980,138,188,511,143,0
2006,June           ,IPS   ,0,0,0,0,0,0
2006,May            ,IDF   ,1038,143,274,479,142,0
2006,May            ,IPS   ,0,0,0,0,0,0
2006,April          ,IDF   ,1119,165,241,604,109,0
2006,April          ,IPS   ,0,0,0,0,0,0
2006,March          ,IDF   ,3172,1673,267,522,710,0
2006,March          ,IPS   ,0,0,0,0,0,0
2006,Feb.           ,IDF   ,3025,1587,212,501,725,0
2006,Feb.           ,IPS   ,0,0,0,0,0,0
2006,Jan.           ,IDF   ,3095,1645,174,538,738,0
2006,Jan.           ,IPS   ,5127,4019,105,950,53,0
2005,Dec.           ,IDF   ,3137,1665,162,522,788,0
2005,Dec.           ,IPS   ,5039,3990,92,910,47,0
2005,Nov.           ,IDF   ,3116,1600,309,456,751,0
2005,Nov.           ,IPS   ,4909,3802,89,976,42,0
2005,Oct.           ,IDF   ,3154,1641,537,398,578,0
2005,Oct.           ,IPS   ,4847,3696,101,1014,36,0
2005,Sept.          ,IDF   ,0,0,0,0,0,0
2005,Sept.          ,IPS   ,4749,3667,84,964,24,0
2005,August         ,IDF   ,2714,1520,460,138,596,0
2005,August         ,IPS   ,4588,3527,52,985,24,0
2005,July           ,IDF   ,2571,1376,473,118,604,0
2005,July           ,IPS   ,4617,3423,70,1094,30,0
2005,June           ,IDF   ,0,0,0,0,0,0
2005,June           ,IPS   ,4612,3321,62,1200,29,0
2005,May            ,IDF   ,2883,1605,507,124,647,0
2005,May            ,IPS   ,4693,3328,41,1295,29,0
2005,April          ,IDF   ,2801,1543,84,470,704,0
2005,April          ,IPS   ,4637,3170,58,1377,32,0
2005,March          ,IDF   ,0,0,0,0,0,0
2005,March          ,IPS   ,4627,3027,54,1512,34,0
2005,Feb.           ,IDF   ,0,0,0,0,0,0
2005,Feb.           ,IPS   ,4568,2785,41,1697,45,0
2005,Jan.           ,IDF   ,4340,1994,266,1232,848,0
2005,Jan.           ,IPS   ,3706,2169,42,1464,31,0
2004,Dec.           ,IDF   ,4375,1977,247,1315,836,0
2004,Dec.           ,IPS   ,3412,1913,1520,0,27,0
2004,Nov.           ,IDF   ,0,0,0,0,831,0
2004,Nov.           ,IPS   ,3286,1785,1509,0,27,0
2004,Oct.           ,IDF   ,0,0,0,0,0,0
2004,Oct.           ,IPS   ,3243,1734,1547,0,23,0
2004,Sept.          ,IDF   ,4036,1864,220,1192,760,0
2004,Sept.          ,IPS   ,3300,1698,1581,0,21,0
2004,August         ,IDF   ,3997,1806,284,1176,731,0
2004,August         ,IPS   ,3290,1647,1623,0,20,0
2004,July           ,IDF   ,3943,1712,229,1265,737,0
2004,July           ,IPS   ,3034,1546,1465,0,23,0
2004,June           ,IDF   ,3961,1661,261,1316,723,0
2004,June           ,IPS   ,2866,1546,1374,0,24,0
2004,May            ,IDF   ,3939,1537,275,1457,670,0
2004,May            ,IPS   ,2687,1362,1292,0,33,0
2004,April          ,IDF   ,3684,1386,277,1403,618,0
2004,April          ,IPS   ,2667,1393,1248,0,26,0
2004,March          ,IDF   ,3534,1312,220,1397,605,0
2004,March          ,IPS   ,2641,1333,1283,0,25,0
2004,Feb.           ,IDF   ,3334,1188,223,1307,606,0
2004,Feb.           ,IPS   ,2568,1319,1227,0,22,0
2004,Jan.           ,IDF   ,3570,1431,233,1268,638,0
2004,Jan.           ,IPS   ,2532,1288,1225,0,19,0
2003,Dec.           ,IDF   ,3465,1310,280,1244,631,0
2003,Dec.           ,IPS   ,2479,1211,1250,0,18,0
2003,Nov.           ,IDF   ,3321,1265,203,1191,695,0
2003,Nov.           ,IPS   ,2371,1196,1155,0,20,0
2003,Oct.           ,IDF   ,3150,1215,232,1164,539,0
2003,Oct.           ,IPS   ,2323,1089,1220,0,14,0
2003,Sept.          ,IDF   ,3053,1140,209,1189,515,0
2003,Sept.          ,IPS   ,2225,1059,1153,0,13,0
2003,August         ,IDF   ,3256,1159,195,1215,687,0
2003,August         ,IPS   ,2194,1003,1178,0,13,0
2003,July           ,IDF   ,3452,1083,377,1229,763,0
2003,July           ,IPS   ,2027,925,1080,0,22,0
2003,June           ,IDF   ,3371,987,275,1177,932,0
2003,June           ,IPS   ,1974,860,1094,0,20,0
2003,May            ,IDF   ,3351,881,224,1158,1088,0
2003,May            ,IPS   ,2011,809,1183,0,19,0
2003,April          ,IDF   ,3390,856,337,1078,1119,0
2003,April          ,IPS   ,1882,743,1118,0,21,0
2003,March          ,IDF   ,3316,810,306,1092,1108,0
2003,March          ,IPS   ,1696,686,991,0,19,0
2003,Feb.           ,IDF   ,3243,805,267,1083,1088,0
2003,Feb.           ,IPS   ,1572,652,901,0,19,0
2003,Jan.           ,IDF   ,3234,738,364,1125,1007,0
2003,Jan.           ,IPS   ,1462,600,851,0,11,0
2002,Dec.           ,IDF   ,3076,670,388,1069,949,0
2002,Dec.           ,IPS   ,1435,588,836,0,11,0
2002,Nov.           ,IDF   ,2909,597,299,1068,927,0
2002,Nov.           ,IPS   ,1361,568,784,0,9,0
2002,Oct.           ,IDF   ,2755,570,245,1069,871,0
2002,Oct.           ,IPS   ,1306,556,743,0,7,0
2002,Sept.          ,IDF   ,2689,514,262,1056,857,0
2002,Sept.          ,IPS   ,1330,567,689,16,10,0
2002,August         ,IDF   ,2644,476,315,1045,808,0
2002,August         ,IPS   ,1176,561,610,0,5,0
2002,July           ,IDF   ,2773,447,737,651,938,0
2002,July           ,IPS   ,1140,575,560,0,5,0
2002,June           ,IDF   ,2411,357,208,917,929,0
2002,June           ,IPS   ,0,607,0,0,0,0
2002,May            ,IDF   ,2368,388,557,742,681,0
2002,May            ,IPS   ,0,0,0,0,0,0
2002,April          ,IDF   ,2682,546,2025,111,0,0
2002,April          ,IPS   ,0,0,0,0,0,0
2002,March          ,IDF   ,1136,442,15,659,40,0
2002,March          ,IPS   ,1314,863,447,0,4,0
2002,Jan.           ,IDF   ,1078,320,15,707,36,0
2002,Jan.           ,IPS   ,891,589,0,302,0,0
2001,Dec.           ,IDF   ,1023,314,13,662,34,0
2001,Dec.           ,IPS   ,831,575,0,256,0,0
2001,Nov.           ,IDF   ,975,259,15,670,31,0
2001,Nov.           ,IPS   ,823,573,0,250,0,0
2001,Oct.           ,IDF   ,964,292,12,634,26,0
2001,Oct.           ,IPS   ,816,577,0,238,1,0
2001,Sept.          ,IDF   ,0,0,0,0,0,0
2001,Sept.          ,IPS   ,0,0,0,0,0,0
2001,August         ,IDF   ,896,304,21,555,16,0
2001,August         ,IPS   ,773,572,0,199,1,0
2001,July           ,IDF   ,849,284,21,535,9,0
2001,July           ,IPS   ,813,582,45,184,1,0
2001,June           ,IDF   ,823,291,16,504,12,0
2001,June           ,IPS   ,748,574,39,174,1,0
2001,May            ,IDF   ,820,302,12,495,11,0
2001,May            ,IPS   ,725,574,44,151,1,0
2001,April          ,IDF   ,812,279,16,506,11,0
2001,April          ,IPS   ,757,572,42,142,1,0
2001,March          ,IDF   ,787,248,12,513,14,0
2001,March          ,IPS   ,751,74,44,132,1,0
2001,Feb.           ,IDF   ,761,223,8,514,16,0
2001,Feb.           ,IPS   ,747,557,41,129,0,0
2001,Jan.           ,IDF   ,719,202,5,496,16,0
2001,Jan.           ,IPS   ,737,571,37,131,0,0
